,structure,lengths,num_layers,R_900nm,R_910nm,R_920nm,R_930nm,R_940nm,R_950nm,R_960nm,R_970nm,R_980nm,R_990nm,R_1000nm,R_1010nm,R_1020nm,R_1030nm,R_1040nm,R_1050nm,R_1060nm,R_1070nm,R_1080nm,R_1090nm,R_1100nm,R_1110nm,R_1120nm,R_1130nm,R_1140nm,R_1150nm,R_1160nm,R_1170nm,R_1180nm,R_1190nm,R_1200nm,R_1210nm,R_1220nm,R_1230nm,R_1240nm,R_1250nm,R_1260nm,R_1270nm,R_1280nm,R_1290nm,R_1300nm,R_1310nm,R_1320nm,R_1330nm,R_1340nm,R_1350nm,R_1360nm,R_1370nm,R_1380nm,R_1390nm,R_1400nm,R_1410nm,R_1420nm,R_1430nm,R_1440nm,R_1450nm,R_1460nm,R_1470nm,R_1480nm,R_1490nm,R_1500nm,R_1510nm,R_1520nm,R_1530nm,R_1540nm,R_1550nm,R_1560nm,R_1570nm,R_1580nm,R_1590nm,R_1600nm,R_1610nm,R_1620nm,R_1630nm,R_1640nm,R_1650nm,R_1660nm,R_1670nm,R_1680nm,R_1690nm,R_1700nm,T_900nm,T_910nm,T_920nm,T_930nm,T_940nm,T_950nm,T_960nm,T_970nm,T_980nm,T_990nm,T_1000nm,T_1010nm,T_1020nm,T_1030nm,T_1040nm,T_1050nm,T_1060nm,T_1070nm,T_1080nm,T_1090nm,T_1100nm,T_1110nm,T_1120nm,T_1130nm,T_1140nm,T_1150nm,T_1160nm,T_1170nm,T_1180nm,T_1190nm,T_1200nm,T_1210nm,T_1220nm,T_1230nm,T_1240nm,T_1250nm,T_1260nm,T_1270nm,T_1280nm,T_1290nm,T_1300nm,T_1310nm,T_1320nm,T_1330nm,T_1340nm,T_1350nm,T_1360nm,T_1370nm,T_1380nm,T_1390nm,T_1400nm,T_1410nm,T_1420nm,T_1430nm,T_1440nm,T_1450nm,T_1460nm,T_1470nm,T_1480nm,T_1490nm,T_1500nm,T_1510nm,T_1520nm,T_1530nm,T_1540nm,T_1550nm,T_1560nm,T_1570nm,T_1580nm,T_1590nm,T_1600nm,T_1610nm,T_1620nm,T_1630nm,T_1640nm,T_1650nm,T_1660nm,T_1670nm,T_1680nm,T_1690nm,T_1700nm
432,"['pe_125', 'pe_160', 'pet_225']",3,3,0.0921664524363,0.101107662189,0.109463742377,0.117178642409,0.1241951359,0.130504761457,0.136099896373,0.140947476966,0.145068196178,0.14848885868,0.151268823519,0.153355351447,0.154842190018,0.155340764476,0.155528736314,0.155268096338,0.154362043024,0.153073901621,0.151337630946,0.149250367731,0.14668022416,0.143633087898,0.140553894473,0.137169283481,0.133279666204,0.129345071504,0.125151586585,0.120846445719,0.116275462249,0.111619910043,0.106972156109,0.101860176088,0.0971118378642,0.0923082959403,0.0874227941411,0.0823104252609,0.0776655584874,0.0729086736487,0.0680239480476,0.0631897723727,0.0589005361439,0.0543439495745,0.050063331006,0.0459355100493,0.0419618262475,0.0382409058846,0.0343395653746,0.0308499401099,0.0275415931765,0.0244459750946,0.0213341768365,0.0186321321669,0.0160906559621,0.0137007924773,0.0115832264413,0.00950506953469,0.00767957732509,0.00613641683936,0.00481078704633,0.00363571657097,0.0025780179189,0.00170172244354,0.00108560178551,0.000591911497086,0.000282207087582,0.000147416977026,0.000150717722741,0.000312669761657,0.00061931494527,0.00107273934938,0.00164873780421,0.00233991301463,0.00315517059119,0.00410010976517,0.00517859435252,0.00634451006826,0.00754463553729,0.00889683398946,0.0102645081089,0.0117268354511,0.0134025750108,0.846783391766,0.839389946899,0.83246983723,0.82607900606,0.820285565388,0.815101575764,0.810524336367,0.806624583488,0.803383463038,0.800739139998,0.79866793073,0.797263843273,0.796393283836,0.796473489267,0.796825283853,0.797561224662,0.798950723069,0.800667085318,0.802813187733,0.805296253732,0.808251441924,0.811646259754,0.815092455915,0.818806922226,0.823042544228,0.827316476726,0.831852140499,0.836470353771,0.841364871573,0.846384499109,0.851371628917,0.856846071211,0.861918500986,0.867088150234,0.872354812023,0.877841056848,0.882848827435,0.887987168433,0.89327872079,0.898534943758,0.903226693692,0.908193460601,0.91291475679,0.917461388719,0.921863200112,0.926010013868,0.930409636676,0.934355434116,0.938096188211,0.941659143291,0.945271106356,0.948420821106,0.951450372366,0.954313906976,0.956923557785,0.959499484808,0.961815298013,0.963831420762,0.965622307658,0.967269323695,0.968822983569,0.970200705427,0.971279927372,0.972260360692,0.973022336811,0.973615575289,0.974066135135,0.974362064657,0.974499754615,0.974514181836,0.974359121909,0.974076231092,0.97366972774,0.973136973425,0.972449537716,0.971638059533,0.970710341504,0.96983236488,0.968865110682,0.967793021214,0.96606733249
433,"['abs_115', 'pe_45', 'pet_80', 'pe_5', 'pvc_35', 'pet_10', 'pet_150', 'abs_145', 'Glass_Substrate_5', 'abs_155', 'pe_20', 'pc_70', 'Glass_Substrate_105', 'pc_240', 'Glass_Substrate_195', 'abs_180', 'pet_235', 'pc_200', 'pc_145']",19,19,0.285532565826,0.360716600252,0.427355290666,0.481436341031,0.522523464254,0.551221876344,0.568960713591,0.577080718369,0.576469040626,0.567800057823,0.551721518461,0.528223241474,0.497686889901,0.457694693007,0.4135468705,0.365866241305,0.314317367533,0.263290847156,0.215880424495,0.172916803306,0.136989490814,0.108352553501,0.0870092407042,0.0716051450606,0.0610096032707,0.0539466842546,0.0498657660438,0.0485129277848,0.050136940799,0.0552487461218,0.0644751375637,0.0787649123492,0.0973657582641,0.120997977316,0.148499534317,0.17964691632,0.211620346484,0.244543327472,0.277750961725,0.309573587055,0.337763610549,0.36441738055,0.387537662313,0.40737227889,0.423988906931,0.436888361242,0.447785487806,0.455232080219,0.459467771839,0.46074952804,0.459968389014,0.455870046847,0.449746981799,0.440603341798,0.429575611108,0.416211697744,0.399831442392,0.382153761039,0.362179934748,0.339578444369,0.315854227969,0.289559607559,0.26330827647,0.23640348907,0.208126157307,0.180650931686,0.152899339683,0.126982008344,0.102121108234,0.0788536783865,0.0602085419869,0.0428099399137,0.0292065895543,0.0187469079586,0.0107440677878,0.00588940788968,0.00439840605406,0.00514356792003,0.00784412888084,0.0121941282536,0.0181337193886,0.574786973618,0.510886279452,0.454681437776,0.409196294285,0.374565422578,0.35031298685,0.335282575086,0.328379665821,0.328955946839,0.336598410414,0.350958968159,0.372158834182,0.400035211946,0.43703287264,0.47845712309,0.523957885477,0.57396863394,0.624282064358,0.672004501681,0.716102952103,0.753845929631,0.784796856843,0.808524411241,0.826205335999,0.838893664604,0.847858510979,0.853669160564,0.856703278161,0.856887719838,0.85389650864,0.847219292796,0.835918206985,0.820780067638,0.801088440994,0.77780163564,0.751019088203,0.723345781586,0.69452887676,0.665283643211,0.636993155764,0.611785977747,0.587749984681,0.566800099376,0.548643301619,0.533299387566,0.521237997018,0.510913154427,0.503738727352,0.499473893414,0.49790748193,0.498238165711,0.50165866354,0.506994358307,0.515176393562,0.525194678053,0.537459017768,0.552580055593,0.569080703047,0.587892323482,0.609304720484,0.631853149798,0.657091483035,0.682429374239,0.70860508401,0.736287428827,0.763417958416,0.791043419695,0.817124708376,0.842417244245,0.866437390171,0.885996009126,0.904593225768,0.91958438426,0.931526127011,0.941249991163,0.947784523962,0.950679155948,0.951864082433,0.951245108847,0.948690079189,0.943968839462
434,"['Glass_Substrate_40', 'pet_85', 'pe_15', 'abs_160', 'pvc_200', 'pvc_10', 'pet_165', 'pc_30', 'abs_150', 'pc_35', 'pvc_195', 'pet_30', 'pet_15', 'pet_35', 'pc_250', 'pvc_165', 'Glass_Substrate_150', 'pvc_125']",18,18,0.195074581795,0.137464379065,0.0959930656523,0.0804277911967,0.0921234266293,0.124294242104,0.166181821531,0.208932105927,0.246225430726,0.274576691171,0.29315678733,0.301923276144,0.301242656087,0.289228569772,0.27032104571,0.244134862884,0.210678045007,0.174119491009,0.136363140402,0.0986476686751,0.0643530361635,0.0383743224185,0.0213273435472,0.0149845990304,0.0193122102181,0.0325674963471,0.0516383876747,0.0744544582783,0.0987789081677,0.123109096388,0.145064114591,0.164267996564,0.179849089324,0.191644137061,0.199633336081,0.203670861589,0.204423051634,0.201815131781,0.195338439155,0.185875470821,0.174342537906,0.160298202594,0.144531189827,0.127641243157,0.109930403369,0.0924449536779,0.0749153681158,0.0587173602482,0.0430355652094,0.0294592024884,0.0185462101294,0.00990107552732,0.00403179823737,0.000833602928514,0.000179647028734,0.00207028273367,0.00604476443721,0.0116457239166,0.0182945398055,0.0268001284563,0.0359177408131,0.0449796549641,0.0547664865899,0.0650725933733,0.0731029935236,0.0805811461064,0.0884584781905,0.0957068508457,0.101555440913,0.107727690629,0.111310653586,0.115045494724,0.117483397338,0.119895766056,0.12017962706,0.119325365997,0.119725807372,0.117952258621,0.117351268973,0.113798040676,0.110757880799,0.752929777975,0.812894073561,0.855552195893,0.871268326523,0.858943847516,0.825808505085,0.782961080607,0.739328468261,0.701305008117,0.672407097681,0.653431692952,0.644362446485,0.644782172854,0.656449164361,0.675155590135,0.701292615694,0.734783195118,0.77151434206,0.809712439005,0.84807780639,0.883340174853,0.910569484271,0.929126551862,0.937179066467,0.934700451428,0.92331532299,0.905939871913,0.884724429027,0.861886293017,0.838912668334,0.818156219112,0.799987077995,0.785363528052,0.774386149025,0.767150498413,0.763776182246,0.763685114229,0.766892610946,0.77400150449,0.784067374524,0.796240796082,0.810921883498,0.827396645339,0.844992552602,0.863443140709,0.881655108058,0.89994835698,0.916936103444,0.933419237557,0.947789121843,0.959474928685,0.96887012938,0.975455373835,0.979319742888,0.980620845012,0.979331593564,0.975832724737,0.970660675917,0.964385581558,0.956167176543,0.947293672244,0.938443587185,0.928780874831,0.918591434863,0.91064076086,0.903212821498,0.895355797313,0.888105600414,0.882258306221,0.876046592012,0.872483363698,0.868678073727,0.866222357445,0.863766701083,0.863448771053,0.864184821609,0.863605098036,0.865407885542,0.866143617963,0.869728911295,0.872410543006
435,['Glass_Substrate_45'],1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16297582204e-33,0.0,6.16297582204e-33,0.0,6.16297582204e-33,0.0,6.16297582204e-33,0.0,6.16297582204e-33,0.0,6.16297582204e-33,0.0,2.46519032882e-32,0.0,2.46519032882e-32,0.0,2.46519032882e-32,0.0,2.46519032882e-32,0.0,2.46519032882e-32,0.0,2.46519032882e-32,0.0,6.16297582204e-33,6.16297582204e-33,6.16297582204e-33,6.16297582204e-33,6.16297582204e-33,6.16297582204e-33,6.16297582204e-33,6.16297582204e-33,6.16297582204e-33,6.16297582204e-33,6.16297582204e-33,6.16297582204e-33,6.16297582204e-33,2.46519032882e-32,0.0,2.46519032882e-32,0.0,2.46519032882e-32,0.0,2.46519032882e-32,0.0,2.46519032882e-32,0.0,2.46519032882e-32,0.0,6.16297582204e-33,0.0,6.16297582204e-33,0.0,6.16297582204e-33,0.0,6.16297582204e-33,0.0,6.16297582204e-33,0.0,6.16297582204e-33,0.0,6.16297582204e-33,2.46519032882e-32,0.0,2.46519032882e-32,0.0,2.46519032882e-32,0.0,2.46519032882e-32,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
436,"['pvc_20', 'abs_145', 'Glass_Substrate_175', 'pe_100']",4,4,0.359849237278,0.352757364885,0.345323624497,0.337587187396,0.329554625461,0.321279067093,0.3128091766,0.304138003761,0.295303003626,0.286368475974,0.277343546343,0.268237263216,0.259104194104,0.249756739224,0.240602202187,0.231484171657,0.222372597448,0.213392173961,0.20454893965,0.19577918187,0.187103203921,0.178677113184,0.170334799626,0.162158291955,0.15419431883,0.146414692779,0.138967074349,0.131707092122,0.124673279865,0.117813625441,0.111243772137,0.10491726008,0.0988188382191,0.0930421256122,0.0874938703309,0.0821788418406,0.0771476436303,0.0723718513108,0.0677978709079,0.0634830450535,0.0593931659418,0.0555724721574,0.0519675836279,0.0485927233976,0.0454329183277,0.0425070013852,0.0397919875526,0.0372735582268,0.0349129111557,0.0327411268218,0.0307901133526,0.0289743602855,0.0273299496023,0.0258571131076,0.0245045278126,0.0232993899222,0.0222476144386,0.0213237196585,0.0205343502062,0.0198244621964,0.0192380243188,0.0187721950629,0.0183737559902,0.0180599954824,0.0178761139716,0.0177695690573,0.0177173327058,0.0177313498534,0.0178236947887,0.0179527492731,0.0181765096792,0.0184267018218,0.0187389741191,0.0190837288432,0.0194836218088,0.0199220632016,0.0203760266489,0.0208783469539,0.0213954612703,0.0219675853314,0.0225230399088,0.589846912855,0.597247262724,0.604991706944,0.613043755054,0.62137367793,0.629955257663,0.638731123017,0.647728781413,0.656877921852,0.666130979739,0.675511230991,0.684963291674,0.694457371222,0.704169113552,0.713691111054,0.723204494989,0.732734483747,0.742117190568,0.751402862449,0.760603610314,0.769722340578,0.778620622951,0.787432510445,0.796078263302,0.804523757648,0.812794535814,0.820748403461,0.828509646639,0.836052843684,0.843438440782,0.850530747528,0.857365370672,0.863984346515,0.870300635527,0.876390248257,0.882216285307,0.887781555718,0.893073180928,0.89818123628,0.903011342268,0.907615501704,0.911938533986,0.916074022451,0.919946866539,0.923601898478,0.927002749426,0.93021928337,0.933223209723,0.936051624986,0.938682447396,0.941105589949,0.943359736358,0.945449382898,0.947351404473,0.949139164167,0.950777889448,0.952226998124,0.953557994456,0.954749391677,0.955854135556,0.956815602749,0.95766578421,0.958427654798,0.959113159608,0.959639061764,0.960093088202,0.960475817917,0.960797679609,0.961025159406,0.961220848687,0.961306539006,0.96134738516,0.961334006158,0.961270417879,0.961159512612,0.961003343646,0.960805644807,0.960577639789,0.960317961005,0.959998146356,0.959319249522
437,"['pc_170', 'abs_140']",2,2,0.0133587580028,0.00989797611962,0.00701119794485,0.00467620540361,0.00286642591463,0.00157515403481,0.000776467752107,0.000444484720304,0.000553212372269,0.00107785612101,0.00198788397637,0.0032535908783,0.00484618117722,0.00677699971921,0.00895323198317,0.0113549005061,0.013995292347,0.016817081302,0.019784219772,0.0229173224614,0.0261657239273,0.0295294395614,0.0329759860983,0.0364931282099,0.0400437701851,0.0436399486864,0.0472583090056,0.0508794423425,0.0545012711807,0.0581199020386,0.0617160793925,0.0652829542047,0.0688206505727,0.0723100243225,0.075759689677,0.0791541790168,0.0824985476815,0.0857890001381,0.0889994335125,0.0921361973684,0.0952260786479,0.0982104769204,0.101139041651,0.104010521868,0.106820533117,0.109454748894,0.112138012175,0.114770916424,0.1172529628,0.119643679033,0.122031103003,0.124281349866,0.126533275901,0.128628594543,0.130731695242,0.132761673838,0.134634994592,0.136556428321,0.138373714836,0.140031137551,0.141728086799,0.143256039754,0.14480827875,0.146369125441,0.14775391404,0.14914059269,0.150407113789,0.15167333389,0.152846533134,0.153858528118,0.155193470373,0.156078695701,0.157144435779,0.158239433572,0.159026779031,0.159586741602,0.16053500109,0.161201934097,0.162229893861,0.162976537261,0.163492988326,0.958107622027,0.961918292579,0.9651676309,0.967876831787,0.970050130861,0.971714663408,0.972895250377,0.973616459488,0.973883642328,0.973740760469,0.97323657622,0.972360482674,0.971161059699,0.969625544564,0.967826055231,0.96582011268,0.963575772692,0.961129798665,0.958555207244,0.955794272743,0.952915330516,0.949935837138,0.946851053504,0.943688613648,0.940493105959,0.937252699942,0.933983596894,0.930704335419,0.927419012096,0.924132011627,0.920868583325,0.917609368096,0.914390312374,0.911214317657,0.908072898681,0.904965648283,0.90191967925,0.898906938327,0.895984648587,0.893115479936,0.890289153158,0.887562962895,0.884903465804,0.882281787919,0.879717311311,0.877307427973,0.874860242632,0.872460910156,0.870206748576,0.868026765181,0.865861654627,0.863815026788,0.861765749313,0.8598670921,0.857959145968,0.856134285229,0.854434474483,0.852698669294,0.851065277597,0.849584735201,0.848051624635,0.846696525052,0.8453023428,0.843910828939,0.842678478159,0.841442530227,0.840323876529,0.839203867535,0.838174037539,0.837302144314,0.836108636181,0.835345858951,0.834412766023,0.833437521634,0.832773583305,0.832313061495,0.831454199805,0.830886041085,0.830013151251,0.829376343875,0.828847703764
438,"['Glass_Substrate_55', 'Glass_Substrate_170', 'pe_75', 'pvc_25', 'Glass_Substrate_210', 'pe_10', 'pe_10', 'pvc_195']",8,8,0.354653739417,0.357406840934,0.359382839561,0.360656003922,0.361176805068,0.361069070186,0.360405018984,0.359106118583,0.357225540405,0.35501350432,0.35224418083,0.3490583231,0.345538467215,0.340388295798,0.336085920884,0.331424047327,0.326149930524,0.32098718858,0.315797983657,0.310101074428,0.303951309658,0.298161545576,0.291752831722,0.285017111024,0.2783028597,0.2713123949,0.265068590948,0.258415701881,0.251677235789,0.244439066976,0.237473165142,0.230537145663,0.223288243783,0.216695590748,0.209885910781,0.202976823975,0.196330364224,0.18986842744,0.183026950682,0.176407228371,0.169759252277,0.163508867619,0.157230257809,0.151119895746,0.145095621323,0.139468472435,0.134047229852,0.128720445422,0.123120054169,0.117749877063,0.113054848171,0.108057924372,0.103357021364,0.0989836204002,0.0944166838263,0.0900227355981,0.0860878186719,0.0822993163721,0.0788549192282,0.075030038266,0.0715896458532,0.0685706422291,0.0652285808239,0.0619001010163,0.0594949163335,0.0571832928782,0.0546403391497,0.052158997284,0.0500572435226,0.0475843501864,0.0460333287379,0.044008629284,0.0424028062418,0.040654575176,0.0393515079123,0.0381611689819,0.0366115065229,0.0355467331208,0.0342365429472,0.0337843855742,0.032749191498,0.626125691775,0.623100209053,0.620843992943,0.619288673049,0.618480553592,0.618304977092,0.618678333805,0.61970539027,0.621322070693,0.623274225063,0.625792532633,0.62874079566,0.632040537054,0.636953400826,0.641070007738,0.645547312991,0.650664012599,0.655680590873,0.660745976509,0.666332802354,0.672388682324,0.678094179589,0.684449257286,0.691132589965,0.697814975771,0.704792253413,0.71104339444,0.717699958316,0.724465998559,0.731765476582,0.738794987165,0.745818064734,0.753152991371,0.759860854648,0.766801452253,0.77383919044,0.780626971252,0.787243329333,0.79425700689,0.801061264058,0.807908291194,0.814347263388,0.820846140342,0.827168509372,0.8334157056,0.839269448732,0.844941137098,0.850508452285,0.85634522291,0.86197909277,0.866928446703,0.872183947414,0.877160857196,0.881794312538,0.886658592332,0.891332889532,0.895540834398,0.899604020104,0.903320653434,0.907434680535,0.911159288692,0.914452460315,0.918087035662,0.921714069207,0.924371629793,0.926950322671,0.929760826102,0.932526136002,0.934885153713,0.937649762043,0.939441050955,0.941730780302,0.943585406748,0.945591874913,0.94713507071,0.948574424869,0.95036420226,0.951660379091,0.953212727203,0.953851074849,0.954781114555
439,"['abs_245', 'Glass_Substrate_240', 'pc_5', 'abs_35', 'pvc_250', 'pet_185', 'Glass_Substrate_90']",7,7,0.169078402861,0.194481166625,0.219496300787,0.243588794878,0.2663625837,0.28747714118,0.306730258961,0.323989606771,0.339197319813,0.352294188553,0.363513342633,0.372677798831,0.379995672496,0.384888369225,0.388365467112,0.39038283915,0.390537232965,0.389399737564,0.386938238657,0.383160781716,0.377883986773,0.371468674182,0.364179193302,0.355756082877,0.346108783997,0.335768685782,0.325113647171,0.313741130581,0.301672179978,0.288889959374,0.276156423701,0.262866217268,0.249748790268,0.237199487404,0.224627595704,0.212155832746,0.200650330416,0.189766875002,0.179167322785,0.169594460077,0.160828964316,0.153392301908,0.146861878126,0.141457732222,0.137121051014,0.13397827473,0.132422330305,0.131569882366,0.131441113009,0.132266834881,0.134779722746,0.137320666963,0.140743329199,0.145031550587,0.14946364204,0.155004234355,0.160898612754,0.166700854866,0.172623369185,0.178780994628,0.185538107148,0.192513383661,0.198759737284,0.205428772531,0.211972595512,0.218144640645,0.224532856814,0.230492592409,0.236484521895,0.242329742851,0.247678485426,0.252773903256,0.257712057253,0.262497195332,0.267144347072,0.271442776033,0.275251224108,0.279040852238,0.282388434893,0.285558905365,0.288546935471,0.770432170861,0.747360605472,0.72469723699,0.702915195674,0.682333046915,0.663296830545,0.645996595439,0.630534039565,0.616944371552,0.605317635113,0.595453907109,0.587495176486,0.581247174574,0.5773022843,0.574645378992,0.573384215086,0.573899742062,0.575609681555,0.578614291949,0.582846591941,0.588528361437,0.595353491454,0.602978997561,0.611709919827,0.621662879214,0.632289430156,0.64324291111,0.654903785642,0.667274992919,0.680359543797,0.693416232178,0.707037577518,0.720512559291,0.733452147189,0.746434849701,0.759321466709,0.771277095385,0.782613693952,0.793722343608,0.803802190042,0.813066146827,0.821042109708,0.828141831574,0.83409592592,0.838988062108,0.842656175349,0.844781400452,0.846185164958,0.846853911509,0.846538726672,0.844554135922,0.842496213773,0.839542955323,0.835710326244,0.831720004536,0.82662604124,0.821106271802,0.815678468496,0.810110957376,0.804291323003,0.797830432382,0.791149917837,0.78516715201,0.77876457508,0.772441963094,0.766478642009,0.760284734584,0.754511474392,0.74868656351,0.743002306877,0.737797673217,0.732824966602,0.72801393845,0.723326705072,0.718765060331,0.714498819674,0.710723825655,0.70707839863,0.703834312938,0.700732243696,0.697529156525
440,"['pe_180', 'pe_75', 'pvc_75', 'pc_185', 'pe_140', 'pet_185', 'abs_240', 'Glass_Substrate_20', 'pvc_5', 'Glass_Substrate_30', 'pc_60']",11,11,0.0293796573247,0.0267391850657,0.0268882504004,0.0297674082799,0.0350753260616,0.0422714761255,0.0507113174132,0.0597350455343,0.0687124349275,0.0770272563069,0.0843921953514,0.0903336134826,0.0947029581885,0.0966304028353,0.0971521859033,0.0963399535766,0.0934787877461,0.0892742684807,0.0841039809831,0.0775998270052,0.0703536102653,0.0622074078161,0.0540981093189,0.0459125677201,0.0381382270339,0.0308795211254,0.0243109847615,0.0188873779896,0.0145647029765,0.0114011465816,0.00953744438777,0.00900086602921,0.00969584362637,0.0115303841862,0.0144282890255,0.0184218276204,0.0228793523984,0.0279533079111,0.0339030822497,0.0402006894805,0.0460995631491,0.0525414401918,0.0586565108883,0.0643891881189,0.0697481274563,0.0749741948992,0.0796011002216,0.0833876062838,0.0869988305201,0.0900046787685,0.0923943486172,0.0941493648945,0.0951951821124,0.0958121695082,0.0957452406095,0.0953474458786,0.0943665389394,0.092680254816,0.0904775097346,0.088070192154,0.0852719971002,0.0820675570287,0.0785287124559,0.0748318747488,0.0706873200243,0.0663498327718,0.0619754376815,0.0575137216225,0.0529331945836,0.0483951401849,0.043865171009,0.039368953585,0.0350164189591,0.0308776634472,0.0267289158061,0.0227435731521,0.0192746964774,0.0159124475907,0.0130393190167,0.0103018819463,0.0078666333524,0.846103079042,0.850626134436,0.852691711928,0.852312283416,0.84969730668,0.845323695742,0.839716239461,0.833519418322,0.827251774629,0.821449667609,0.816444474563,0.812669970687,0.810263786854,0.810125882691,0.81119158431,0.813441084284,0.817665011024,0.823081138874,0.829430754464,0.837059032996,0.845426855872,0.854686319712,0.863962161065,0.873319845171,0.882349891333,0.890938313857,0.898893281625,0.905722139724,0.911512648862,0.916246364368,0.91968207674,0.921806735466,0.922653219946,0.922409952441,0.92105488316,0.918519436228,0.915467832194,0.911711635547,0.907046093023,0.9019271552,0.897109013608,0.891638669392,0.886450085032,0.88150369673,0.876846140817,0.872235395717,0.868161458927,0.864847811385,0.861609079913,0.858938535825,0.856825036705,0.855273616187,0.854425455561,0.853928642472,0.854135799904,0.854592535064,0.855588697965,0.857325124189,0.859587463096,0.86201662855,0.864803516742,0.868005337296,0.871585940577,0.875312710061,0.879476324525,0.883911266468,0.888324539127,0.892913053742,0.89759331981,0.902277010047,0.90699644305,0.911694069986,0.916283066465,0.920653755219,0.925048505344,0.92930547329,0.932995753408,0.936764797705,0.940187883716,0.943415227932,0.945365866643
441,"['pvc_220', 'abs_235', 'abs_40', 'pet_15', 'pc_25', 'pet_35', 'pvc_185']",7,7,0.139280874407,0.144930158892,0.148519018008,0.150127682928,0.149777851727,0.147675624665,0.144021223691,0.138821409679,0.132248505835,0.124829169021,0.116297602484,0.107086092246,0.0974058328682,0.0860048941824,0.0758906200145,0.0657436988129,0.0555899851318,0.0462272167643,0.0375894186861,0.0294456919437,0.0220238023033,0.0158616065777,0.0104822925756,0.00617878239704,0.00306966622485,0.00108037589857,0.000244008744449,0.000417280928136,0.00157815705171,0.00371396115856,0.00668371632516,0.0103865936327,0.0148382615932,0.0197514942726,0.0251870834241,0.0310056228838,0.0371418509166,0.0434848582319,0.0499602160423,0.0564724534644,0.0630400449865,0.0695037744521,0.0758673882507,0.0820895686314,0.0881074580235,0.0939918511335,0.0996416001388,0.105083524355,0.109985593125,0.114602297941,0.119250742667,0.12328365702,0.127100924084,0.13074959776,0.133728865898,0.136307141804,0.138926417115,0.141291055317,0.143662415472,0.144871943864,0.146084555014,0.147469133258,0.147777695986,0.147429790833,0.148424535803,0.149164051748,0.148789220585,0.148016947427,0.147599596435,0.145600295672,0.145643783615,0.143801400109,0.142646608145,0.140504860664,0.139206214968,0.137802255641,0.134790127719,0.132874836289,0.129680005335,0.129172114021,0.126075175084,0.814170542265,0.809796930877,0.807310485212,0.80664509599,0.807754384129,0.81048526486,0.814653238132,0.820257761045,0.827114399082,0.834750182587,0.843463612047,0.852781106712,0.862531791659,0.873941769332,0.884063608984,0.894253607691,0.904455002856,0.913859160752,0.922600839752,0.930848003365,0.938417518793,0.944796438142,0.950417248499,0.955018109501,0.958474263301,0.960869278139,0.962122355518,0.962420869749,0.961787041127,0.960234229746,0.957876392828,0.954786549449,0.951026470196,0.946786171046,0.942052579887,0.936919929168,0.931504090049,0.92584924528,0.920111788867,0.914299504183,0.908438756439,0.90265787169,0.897006674781,0.891456191122,0.886100838385,0.880827287271,0.875800622991,0.870972319926,0.866675558709,0.862627488145,0.858540941162,0.855048878939,0.85175472602,0.848611917793,0.846143055448,0.844077122227,0.841901605402,0.839993171719,0.838066211376,0.837290550832,0.836476199692,0.83549586318,0.835566808488,0.836305653851,0.835662302333,0.835265469007,0.835976732348,0.837078205135,0.837813230549,0.840124203728,0.840382638043,0.842500779937,0.843942485321,0.846345360374,0.847912261256,0.849551671725,0.852789002883,0.854961701558,0.858391482156,0.859096272587,0.862105628847
