,structure,lengths,num_layers,R_900nm,R_910nm,R_920nm,R_930nm,R_940nm,R_950nm,R_960nm,R_970nm,R_980nm,R_990nm,R_1000nm,R_1010nm,R_1020nm,R_1030nm,R_1040nm,R_1050nm,R_1060nm,R_1070nm,R_1080nm,R_1090nm,R_1100nm,R_1110nm,R_1120nm,R_1130nm,R_1140nm,R_1150nm,R_1160nm,R_1170nm,R_1180nm,R_1190nm,R_1200nm,R_1210nm,R_1220nm,R_1230nm,R_1240nm,R_1250nm,R_1260nm,R_1270nm,R_1280nm,R_1290nm,R_1300nm,R_1310nm,R_1320nm,R_1330nm,R_1340nm,R_1350nm,R_1360nm,R_1370nm,R_1380nm,R_1390nm,R_1400nm,R_1410nm,R_1420nm,R_1430nm,R_1440nm,R_1450nm,R_1460nm,R_1470nm,R_1480nm,R_1490nm,R_1500nm,R_1510nm,R_1520nm,R_1530nm,R_1540nm,R_1550nm,R_1560nm,R_1570nm,R_1580nm,R_1590nm,R_1600nm,R_1610nm,R_1620nm,R_1630nm,R_1640nm,R_1650nm,R_1660nm,R_1670nm,R_1680nm,R_1690nm,R_1700nm,T_900nm,T_910nm,T_920nm,T_930nm,T_940nm,T_950nm,T_960nm,T_970nm,T_980nm,T_990nm,T_1000nm,T_1010nm,T_1020nm,T_1030nm,T_1040nm,T_1050nm,T_1060nm,T_1070nm,T_1080nm,T_1090nm,T_1100nm,T_1110nm,T_1120nm,T_1130nm,T_1140nm,T_1150nm,T_1160nm,T_1170nm,T_1180nm,T_1190nm,T_1200nm,T_1210nm,T_1220nm,T_1230nm,T_1240nm,T_1250nm,T_1260nm,T_1270nm,T_1280nm,T_1290nm,T_1300nm,T_1310nm,T_1320nm,T_1330nm,T_1340nm,T_1350nm,T_1360nm,T_1370nm,T_1380nm,T_1390nm,T_1400nm,T_1410nm,T_1420nm,T_1430nm,T_1440nm,T_1450nm,T_1460nm,T_1470nm,T_1480nm,T_1490nm,T_1500nm,T_1510nm,T_1520nm,T_1530nm,T_1540nm,T_1550nm,T_1560nm,T_1570nm,T_1580nm,T_1590nm,T_1600nm,T_1610nm,T_1620nm,T_1630nm,T_1640nm,T_1650nm,T_1660nm,T_1670nm,T_1680nm,T_1690nm,T_1700nm
197,['abs_20'],1,1,0.009296935155,0.00909604408186,0.00890185322721,0.00871407984351,0.00853242873973,0.00835667379077,0.00818657299689,0.00802154612474,0.00786171480534,0.00770655896662,0.00755625219729,0.00741023554177,0.00726836992141,0.00713081256735,0.00699707246756,0.00686704969828,0.0067405896297,0.00661754578837,0.0064978329673,0.00638157732055,0.00626812129027,0.00615792852427,0.00605031872845,0.00594574578332,0.00584358993793,0.00574402615341,0.00564696798029,0.00555257606355,0.0054602798007,0.00537025054091,0.00528241504876,0.005196462093,0.00511280990313,0.00503092775965,0.00495119854564,0.00487311217579,0.00479706599085,0.00472255654798,0.00464976686379,0.00457882450468,0.0045092855213,0.00444130639311,0.00437485103509,0.00430985487639,0.00424628534143,0.00418409182785,0.00412325348321,0.0040637223878,0.00400546153518,0.00394842660382,0.00389260051643,0.0038379329385,0.00378440032579,0.0037319716195,0.00368061681189,0.00363031453308,0.00358101386554,0.00353271059616,0.00348537088911,0.00343896939607,0.00339347466759,0.00334887695475,0.00330513956187,0.00326225371675,0.00322018466939,0.00317891823114,0.00313843419757,0.00309871299388,0.00305973565163,0.00302148378636,0.00298393957624,0.00294708007926,0.00291102836869,0.00287549859031,0.0028406159949,0.00280635443909,0.00277270453528,0.00273977787258,0.00270730692996,0.00267540565986,0.00264348529248,0.984966069273,0.985281731899,0.985588299748,0.985886127876,0.986171550376,0.986448971536,0.986718695306,0.986981391017,0.987233090011,0.987478344704,0.987720803242,0.987953465446,0.98818035317,0.988401327035,0.988613288158,0.988823731798,0.989029158239,0.98922619051,0.989422106615,0.989609698821,0.989793268365,0.989975774486,0.990151068483,0.990322148854,0.990489709717,0.990653581148,0.990813876647,0.990970440647,0.991123911649,0.991274121388,0.991421166865,0.99156223771,0.991703252003,0.991841611425,0.99197691555,0.992106666366,0.992236605214,0.992361181564,0.992486274379,0.992605740074,0.99272309344,0.992838176457,0.992953949138,0.993064653169,0.993173265748,0.993277006269,0.993381620754,0.993484304469,0.993585107522,0.993681321314,0.993778525904,0.993871271098,0.993962357061,0.99405182551,0.994139716827,0.994228716374,0.994310923224,0.994394312842,0.994476274498,0.994556842623,0.994633490178,0.994711386856,0.994785459307,0.994860809237,0.994932426692,0.99500286731,0.995072158304,0.995140326088,0.9952073963,0.995273393833,0.995338342859,0.995399877283,0.995462674891,0.995522271655,0.995583284675,0.995641026831,0.99569787889,0.995756035357,0.995811152728,0.995865436469,0.995893614088
198,"['abs_25', 'pet_80', 'pe_80', 'abs_185', 'pe_150', 'pe_230', 'abs_180', 'pet_90', 'pet_25', 'pe_60', 'pet_240', 'pe_25', 'pet_155']",13,13,0.0829978899263,0.0550147683117,0.029970204005,0.0114320501529,0.0015639250284,0.00134299970659,0.00991858216058,0.0253884055079,0.0450793705823,0.066267732677,0.0866294461464,0.104615211961,0.118978649699,0.129016813282,0.134341516507,0.135178582668,0.131526898544,0.124058887065,0.113218596242,0.0998047536015,0.0843127698504,0.0676321251608,0.0514623200435,0.0362291189441,0.022591077977,0.0119355264235,0.00458080213484,0.000959567496189,0.0011139220986,0.00489509076098,0.011815565995,0.0216199931217,0.0330848554751,0.0458282224614,0.059226957795,0.0727793589162,0.0855424254754,0.0975088184242,0.108281034481,0.117500311682,0.125175108867,0.13100638635,0.135152397329,0.137556429598,0.13826082,0.137497814149,0.134482614965,0.130451737244,0.125090513662,0.118627404751,0.110413930423,0.102070238914,0.0929333496424,0.0831142293486,0.073369958222,0.0627569428797,0.0525439231096,0.043172738528,0.0345248279853,0.0264098547141,0.0188087202622,0.0122782346263,0.00742236268285,0.00356663181208,0.00113926319957,9.13412276171e-05,0.000355662277382,0.00189580608514,0.00473770998159,0.00880295244843,0.013718981266,0.0194223332386,0.0259718309192,0.0333128762385,0.0413683745048,0.0496478267164,0.057698646542,0.0662820009918,0.0744551732601,0.0826898652775,0.0912794982455,0.747764908109,0.773956410717,0.797682090531,0.815940301493,0.826829157269,0.829536430288,0.824730742852,0.81396843054,0.799481380989,0.783555632304,0.768267133959,0.754941133277,0.74460381648,0.737896709231,0.735211113763,0.736389977828,0.741507850565,0.749884905841,0.761275417385,0.774930847311,0.790456845257,0.807072370149,0.823312305705,0.838717076806,0.85278789055,0.864233015562,0.872752900025,0.877887262532,0.879629909195,0.878145222077,0.873738243754,0.866637307755,0.857937071614,0.848046835482,0.837478836996,0.826606457082,0.816391624277,0.806787428025,0.798240619657,0.791010793074,0.785123941314,0.78083736269,0.778126157165,0.776902607288,0.777214873324,0.778823946789,0.782573631097,0.787214087974,0.793032346936,0.799902669745,0.808431667159,0.817021728,0.826422568529,0.836439257911,0.846461218479,0.8573006599,0.867744333375,0.877455178548,0.886517897931,0.895106658207,0.90322747554,0.910399641641,0.91597998427,0.92067350879,0.923960616894,0.925997761117,0.926764863393,0.926368320147,0.924698632481,0.921913629991,0.918249513079,0.913788570435,0.908532813326,0.902481853468,0.895701915864,0.888594630423,0.881561059664,0.874439263639,0.867532445116,0.860517261302,0.851979674699
199,"['abs_155', 'abs_10']",2,2,0.159123767786,0.160254803502,0.161264625395,0.162159920087,0.162944080285,0.16362623136,0.164212200566,0.164703481829,0.165106335739,0.165424610257,0.165670098423,0.165837197674,0.165933044596,0.165965992572,0.165932670592,0.165842440956,0.165695831398,0.165493266612,0.165243499627,0.16494840376,0.164604474152,0.164226269663,0.163801566435,0.163344774369,0.162848859419,0.162320611893,0.161762073567,0.1611798982,0.160566504144,0.1599283413,0.159267066705,0.158576954534,0.157874110008,0.157147880814,0.156409118688,0.155647120994,0.154877569039,0.154087182801,0.153286683652,0.152477026572,0.151652114063,0.150817630672,0.149976780001,0.149125736044,0.148267633897,0.147400966771,0.146530984935,0.145656084089,0.14477690368,0.14389187295,0.143005938433,0.142115310472,0.141222678966,0.140328529764,0.139433322411,0.138539547149,0.137641447572,0.136745578922,0.135850252063,0.134955813092,0.134060630245,0.133168947388,0.132277157082,0.131389392433,0.130502089024,0.129617409293,0.128735580873,0.12785681765,0.126981320432,0.12610927758,0.125240865619,0.124374493672,0.123518149171,0.122659856021,0.12180753074,0.120957873096,0.120112720594,0.119278040778,0.118442177843,0.117611120268,0.116748170786,0.813984932146,0.813333984514,0.812789797715,0.812346682893,0.811983297626,0.811710502504,0.811523235383,0.811420589875,0.811378711273,0.811412828227,0.811529947622,0.81169967153,0.811933578091,0.812223856367,0.812556422719,0.812957849999,0.813410118529,0.813895650772,0.814441007199,0.815009831191,0.815623132432,0.816283926947,0.816970083376,0.817684805544,0.818435114588,0.819214485346,0.82002103152,0.8208483318,0.821703923705,0.822581571889,0.82347973499,0.824387709453,0.825322627358,0.826278555989,0.827244884988,0.828216030892,0.829209023479,0.830204694728,0.831224717396,0.832236117453,0.833261014537,0.834293841865,0.835347266542,0.836393458332,0.837445200855,0.838488374972,0.839549147134,0.840613438409,0.841680640826,0.842736895809,0.843808252247,0.844867657924,0.845927904889,0.846988529018,0.848049091172,0.849122281317,0.850168390841,0.851226364569,0.852282746638,0.853337206072,0.854376467746,0.855426190677,0.856460199664,0.857504074163,0.8585317826,0.859555999708,0.860576507558,0.861593101499,0.862605589529,0.863613791688,0.864617539483,0.865604018241,0.866594140162,0.86757106407,0.868555593156,0.869522432039,0.870484072255,0.871448714045,0.872399649228,0.873345101776,0.874161826365
200,"['pc_200', 'abs_160', 'pe_200', 'pet_150', 'pet_35', 'Glass_Substrate_80', 'pc_55', 'pe_150', 'pc_185', 'Glass_Substrate_120', 'abs_5', 'pet_40', 'pc_140', 'pvc_75', 'pc_155']",15,15,0.00291355551294,0.0230449277825,0.0607673321491,0.103806620996,0.143582475916,0.175102890678,0.196443870099,0.207302825223,0.208202763678,0.200210508496,0.184950445831,0.163611195321,0.138278232678,0.108278420592,0.0806679904811,0.0560704159498,0.0346005523801,0.0184681030424,0.00784037372653,0.00211350093488,0.00066546139668,0.00244998522182,0.00624821874655,0.0109892454355,0.0158781441995,0.0202303485014,0.0237139475708,0.0263724271044,0.0283934293754,0.0299832313781,0.0316298887347,0.0338965704753,0.0373066008085,0.0423073545475,0.0493717966434,0.0588019398739,0.0705828680032,0.0846509746638,0.101245814489,0.119726504398,0.139201533688,0.160137468692,0.181243861505,0.202061458685,0.222300670018,0.242339321337,0.260554626179,0.277363884733,0.292824094088,0.306609823338,0.318725407327,0.328967882832,0.337525799036,0.344227176401,0.349256008552,0.352450920936,0.353772291756,0.353977299439,0.352590835423,0.348918644341,0.344164743745,0.337375859268,0.329808363027,0.321000413144,0.310637540578,0.299612727035,0.286653686155,0.273234126617,0.258616162322,0.242264219206,0.228370960961,0.211305175677,0.195457473594,0.179776598208,0.162689104328,0.145212347005,0.130621639059,0.115727104507,0.103630518678,0.0917091201045,0.0802934296703,0.865157751074,0.853538659838,0.825690066296,0.792304712386,0.761007380266,0.736359800019,0.720220953166,0.713072628328,0.714555032091,0.72378233146,0.739408608876,0.760469159633,0.785085464403,0.814011108282,0.840704815837,0.864634461536,0.885811278572,0.902070478866,0.913334298341,0.920079558188,0.922891262324,0.922702711106,0.920586671604,0.917489901912,0.914251779155,0.911439740346,0.909344837102,0.907884216203,0.906939799779,0.906344444592,0.905622847414,0.904227609132,0.901680878432,0.89760250115,0.891570999212,0.883256293423,0.872715603729,0.860007664193,0.844956740978,0.82812167123,0.810336955778,0.791183962447,0.77192132599,0.752898510397,0.734430706875,0.716121769012,0.699602714917,0.684381333621,0.670420501095,0.658043319813,0.647271257138,0.638217985911,0.630774075098,0.625070623581,0.620952057265,0.618581231038,0.61793420774,0.618337071878,0.620246368739,0.624308157465,0.629376516046,0.636378218328,0.644082380936,0.652963734518,0.663266005039,0.674189891498,0.686916184397,0.700075097345,0.714316464737,0.730196741566,0.743679907876,0.760138194945,0.77537938253,0.790414787745,0.806641085378,0.823057140356,0.836583131402,0.850592448421,0.862507540025,0.873765852979,0.883803103244
201,"['Glass_Substrate_115', 'pc_105', 'pc_40', 'pc_230', 'pvc_55', 'abs_15', 'Glass_Substrate_235', 'pet_95', 'pet_35', 'pc_5', 'pvc_200', 'pvc_80', 'pet_95', 'pvc_150', 'pet_235']",15,15,0.206037007089,0.182388207513,0.173259294417,0.179981593326,0.200711419538,0.231159870471,0.266243707826,0.302136464496,0.335620181139,0.364157130754,0.387733817603,0.405571285854,0.417767522819,0.424433907666,0.425242402141,0.421926053985,0.413367399216,0.400725299696,0.384642638786,0.3647197928,0.341411962024,0.314748344555,0.286800221316,0.257082189288,0.226229610253,0.195768391098,0.166505106446,0.139151648224,0.113725910036,0.0908363618073,0.0716449683944,0.0547281685888,0.0420082429114,0.0321722627038,0.0246478339695,0.0188519873922,0.0153598838492,0.0127469979402,0.0108554168524,0.0094164146015,0.00865112059678,0.00754134115794,0.00649573126954,0.00532438395148,0.0040669280878,0.00285487729098,0.00151391852068,0.000582896927902,5.91271326646e-05,0.000107902070249,0.000980006739684,0.00272655180827,0.00553137274182,0.00960797861002,0.0148273294825,0.0217817789557,0.0300533024433,0.0392142821737,0.0493814975348,0.061173354402,0.0742139218781,0.0882692389046,0.102445733614,0.117746552119,0.132820118445,0.147712407184,0.163513681983,0.178887214704,0.194113069204,0.209623981726,0.223284326626,0.237282656418,0.250349602706,0.263089087098,0.275051163375,0.286208461745,0.29671971278,0.30635892123,0.315542801177,0.323488892424,0.330946710065,0.790107284795,0.813948024179,0.823211000097,0.816561537329,0.795845634038,0.765370083335,0.730254426722,0.694272324361,0.660696316209,0.632061989823,0.608376944143,0.590462893651,0.578168144139,0.571378188216,0.570469915151,0.573696068244,0.58216359475,0.594724634931,0.61074765443,0.63061253125,0.653877386289,0.680526901421,0.708464202972,0.738178129925,0.769103984109,0.799675711638,0.829065989094,0.856555058622,0.882156991719,0.905242578861,0.92467685928,0.94184644104,0.954805044662,0.964863364585,0.972598211348,0.978588584859,0.982251900299,0.985010668569,0.987033573681,0.988578913757,0.989429092547,0.990601087228,0.99169370381,0.992891394941,0.994159912523,0.995360370635,0.996668272827,0.997572288095,0.998045775112,0.997960254861,0.997037250219,0.995248761744,0.992410648309,0.988303852931,0.983074844693,0.976099748062,0.967805635421,0.958634608463,0.948477621846,0.936677445159,0.923641122869,0.909598999503,0.895441647816,0.880165197309,0.86512058686,0.850260200157,0.834493883123,0.819161370682,0.803976440311,0.78851118425,0.774891488695,0.760930660408,0.747891886737,0.735180087922,0.723199533215,0.711937910965,0.701268573143,0.69169647416,0.682715097893,0.674798369568,0.667308319212
202,"['pvc_215', 'pc_240', 'abs_170', 'Glass_Substrate_180', 'pc_215', 'Glass_Substrate_240', 'Glass_Substrate_170', 'abs_85', 'pvc_150', 'pc_165', 'pe_175', 'Glass_Substrate_80', 'abs_235', 'pe_85', 'abs_165', 'pet_215', 'pet_10', 'abs_165', 'pvc_185']",19,19,0.193642282855,0.11336314158,0.0514576496694,0.0184142478294,0.0104531205625,0.0159953614494,0.0252712550252,0.0345913217869,0.0451612887015,0.0595689775967,0.078948356849,0.101425466463,0.123546202595,0.143461293156,0.157353984258,0.168088756729,0.181155543728,0.202201341837,0.236682937862,0.288247860646,0.352511720202,0.420902878875,0.486661287834,0.544422154934,0.591294595395,0.627968536928,0.655263493918,0.674226472174,0.685981807229,0.691078798122,0.690390641594,0.683623685654,0.6710684873,0.652958672867,0.62829020672,0.596255429396,0.558406644219,0.5142693358,0.463326999441,0.41004551929,0.359172518972,0.314114419112,0.28010392046,0.259733079363,0.252694949346,0.256675162726,0.269158058944,0.284695234519,0.30068240385,0.314980234407,0.327601096701,0.335149273018,0.339027811386,0.339166489634,0.334673786208,0.326797159238,0.31582205695,0.302421859629,0.287024654343,0.267963143329,0.248560441139,0.228256349989,0.207547545338,0.187007132406,0.1680462716,0.150430573364,0.132810069169,0.117064073093,0.102661221999,0.0888923501684,0.0786897235923,0.0684965727424,0.0603420574441,0.0535394721188,0.0476343124363,0.0432635289277,0.042146175075,0.0422130300405,0.0460638540589,0.0506621786497,0.0584638498264,0.605821479113,0.672368184334,0.728227718541,0.763941702418,0.780325425224,0.784762105402,0.784046301369,0.781053503153,0.77508263438,0.764756550946,0.750068324285,0.73302108737,0.716849738766,0.703380554444,0.695099757219,0.689605119565,0.681899075195,0.666545153413,0.638768480537,0.59520818234,0.539798613057,0.480308712901,0.422772298044,0.372090581951,0.330926133786,0.298736825497,0.274814773447,0.258191457041,0.247928216995,0.243550798184,0.244306237524,0.250443427374,0.261758208876,0.278144908763,0.30048266412,0.329542525642,0.364099515995,0.404606726655,0.451767159909,0.501526706405,0.549586471291,0.592923018622,0.626641573723,0.647986736981,0.657086864625,0.655785084598,0.646437970457,0.633838157059,0.620424547804,0.608207151804,0.597350577359,0.590902047258,0.587752124931,0.587984759055,0.592537515282,0.600311104565,0.610903147368,0.623946400909,0.639001391658,0.657633974696,0.676699272525,0.696845266338,0.717510984661,0.738259165815,0.757498699735,0.775574566239,0.793728604359,0.810141995777,0.825217770768,0.839677497461,0.850568296816,0.861323930623,0.870031641141,0.877227267247,0.883471988044,0.888020793221,0.889230453537,0.889499885647,0.886328851462,0.882210086305,0.873645930455
203,"['Glass_Substrate_35', 'pc_30', 'pe_120', 'Glass_Substrate_245', 'pe_200', 'pet_235', 'pc_185', 'pe_50', 'abs_80', 'pc_65', 'abs_30', 'pc_230', 'abs_40', 'pet_165', 'pc_160', 'pet_225', 'abs_140']",17,17,0.312347035864,0.249719920412,0.188056424207,0.147678739535,0.144930694286,0.181013820799,0.240344695866,0.304574204359,0.360428260025,0.401919286673,0.427846939375,0.439485053466,0.437514010016,0.422470275584,0.395404788013,0.358190587326,0.311549226093,0.260232157406,0.210143468041,0.167835613163,0.141166861272,0.135171734382,0.150232312378,0.181242857432,0.22140578861,0.263731895782,0.303579153465,0.337594940015,0.365181367613,0.385216163295,0.397751692464,0.40409199177,0.403413055416,0.39527011331,0.382408669629,0.364246292532,0.340216393871,0.312319636724,0.279514468822,0.243783538747,0.207078552896,0.169781254189,0.135475620545,0.106439336177,0.0840746064281,0.0686565422073,0.0632102187216,0.0653866659673,0.0750065399252,0.0906945393467,0.109724882069,0.131746772988,0.15352004458,0.175942531049,0.195955349794,0.21385235651,0.230120595594,0.242655376209,0.252897416895,0.260932825866,0.264963796867,0.266770533981,0.265965141342,0.261967382951,0.256188949146,0.248311153312,0.238030420419,0.226155964599,0.212343198107,0.197011821651,0.180884581116,0.164065057151,0.146574321119,0.12872416722,0.110535339882,0.0928246761823,0.0769912757608,0.0616818152248,0.0487753252349,0.0371492179937,0.0270133728642,0.577508281207,0.636691869604,0.697163914014,0.74008751061,0.749324595401,0.722044551801,0.671409428477,0.614081721611,0.562735460396,0.523467705677,0.497935955205,0.48529603397,0.485121006213,0.496870621705,0.520176272373,0.5533638925,0.595906729015,0.643651979282,0.691350789962,0.732958452848,0.760996908755,0.770416617661,0.760288879389,0.734814189992,0.70009917608,0.662548880553,0.62653070726,0.595295308846,0.569588103426,0.550634083609,0.538485693442,0.531931055704,0.531954820316,0.539005502442,0.550577144251,0.567180689549,0.589578272509,0.615824935842,0.647016014348,0.681328868459,0.717023949725,0.75368264878,0.788034941774,0.817712263434,0.841371404235,0.858775553616,0.866638459539,0.86716100201,0.8604850031,0.847795323921,0.831554984029,0.812110787159,0.792576115185,0.772098334597,0.753665262617,0.736997359623,0.721637291948,0.709729167542,0.699898179157,0.692032236037,0.68793303826,0.685896513212,0.686361986801,0.689899381223,0.695067324728,0.702325090851,0.711849270688,0.723007151479,0.736023524379,0.750559003661,0.766019640388,0.782079196279,0.798935534813,0.816222003576,0.833804765419,0.850865239599,0.866143306451,0.881391019747,0.894733066089,0.906618332643,0.916054369383
204,"['pvc_20', 'Glass_Substrate_195', 'Glass_Substrate_155', 'pc_225', 'pvc_105', 'pvc_150', 'abs_195', 'Glass_Substrate_25', 'pet_5', 'pc_30', 'abs_15']",11,11,0.178831178617,0.183196548747,0.184845545215,0.183945596619,0.180509544478,0.174897614892,0.167380712711,0.158043805452,0.147172568897,0.135431464402,0.122814892416,0.109722357522,0.0965821957538,0.08144691241,0.0689480118892,0.057546647718,0.0466997120887,0.0376001324272,0.0302813927071,0.0241890719853,0.0197851254699,0.0171240052215,0.0160767614664,0.0166664933058,0.0188005988994,0.0223184575969,0.0267081795948,0.0321560183224,0.0384025260033,0.0455733229113,0.0530431554466,0.0608361319638,0.0690014817047,0.0768134661608,0.084733814889,0.0926387229581,0.100155065987,0.107308227705,0.114508420509,0.121218866567,0.127657836206,0.13335900917,0.138766456947,0.143724046839,0.148302563641,0.151944118239,0.155401179078,0.158530449311,0.161397898584,0.163746587426,0.16541320016,0.166929722878,0.168177456969,0.168647039423,0.169356866089,0.169700279347,0.169205285599,0.168777141593,0.167774607781,0.166743907847,0.165574028577,0.163556141243,0.162098947201,0.160781281061,0.158111272648,0.155503271721,0.152928322962,0.150466725768,0.147473102793,0.144607826629,0.141825396142,0.138483917528,0.135348089376,0.132658196813,0.128746139008,0.124291412456,0.12153663355,0.117611764773,0.115216034791,0.11115267759,0.107497915372,0.790005442412,0.786561315975,0.785704671153,0.787282474154,0.791265034576,0.79733486722,0.805233116682,0.81488467455,0.825995508055,0.837945501161,0.850762178881,0.864016533965,0.877317215794,0.892551054989,0.905204251118,0.916810340423,0.92787193433,0.937207241969,0.944825445996,0.951217676928,0.955956370186,0.959004429391,0.960444451928,0.960268157199,0.958580810301,0.955536146561,0.951618081451,0.946645311174,0.940886721602,0.934205385015,0.927233379368,0.919914691576,0.912237389905,0.904886477688,0.897418756366,0.88993615817,0.882842577926,0.876079292468,0.869273643413,0.862923785158,0.856835115683,0.851460537725,0.846385023918,0.841729972083,0.83744180192,0.834048342589,0.830849191958,0.827970148673,0.825335331987,0.823199499293,0.821746271501,0.820425486707,0.819370252965,0.819075677619,0.818552369858,0.818396301663,0.819032957433,0.819618135939,0.8207736861,0.821943106862,0.823241675316,0.825387220086,0.826965759131,0.828420802189,0.831194245682,0.833905842414,0.836584030508,0.839150670996,0.842240758432,0.845202136079,0.848085148878,0.851499561272,0.854720795579,0.857488146083,0.861463372586,0.865934901371,0.868693418889,0.872626908341,0.87521225042,0.879317590589,0.882848505745
205,"['pe_125', 'pvc_120', 'abs_115', 'Glass_Substrate_220', 'pvc_245', 'Glass_Substrate_110', 'pe_85', 'pe_245']",8,8,0.208680965454,0.192516297283,0.178718853236,0.167349983593,0.158318778865,0.151333626667,0.146059004682,0.14218655441,0.139401072899,0.137426860233,0.136176242955,0.135563179552,0.135615203125,0.136352920497,0.137994643651,0.140675605751,0.144502056814,0.149711880249,0.156447577258,0.164601648531,0.174160824783,0.185350675545,0.197682004109,0.211058782655,0.225431158862,0.240417455633,0.256349824671,0.272344891207,0.288340736696,0.303838580149,0.319134916439,0.33391094211,0.347743917642,0.361335980085,0.373839487025,0.385257080121,0.395912053974,0.405680671146,0.413953731268,0.42131259882,0.427484887276,0.432994658132,0.437330991889,0.440728673295,0.443095894806,0.444896981641,0.445917607745,0.445996488038,0.444488431669,0.442212276112,0.440092527114,0.436288791281,0.431954330783,0.427233470596,0.420966778139,0.41397314806,0.406979412177,0.399300536862,0.391503468618,0.381555821044,0.371626780808,0.361973399705,0.350233749618,0.337437769683,0.326905333714,0.315835698117,0.303027580767,0.289547063923,0.276790361115,0.261648124945,0.249791329311,0.235183436308,0.221895174264,0.207423889962,0.194624559443,0.182009696279,0.167404463963,0.154952575802,0.141204481061,0.131590822446,0.119461106035,0.66361802837,0.679662470911,0.693681104189,0.70550760001,0.715097906219,0.722669463768,0.728418139224,0.732724624927,0.735805521715,0.737911438739,0.739230925556,0.739866794698,0.739877770028,0.739280406397,0.737974583494,0.735838280944,0.732925431472,0.72890078171,0.723757290145,0.717570577284,0.710382157481,0.701896731572,0.692654030516,0.682618940661,0.671827379884,0.660615191663,0.648540255925,0.636439065297,0.624362595061,0.61280695806,0.601327278224,0.590236819796,0.579956401843,0.569770539304,0.560504855701,0.552090463012,0.544275893219,0.537135184258,0.531332165657,0.526233318919,0.522142593176,0.518524640136,0.515959768805,0.514135192409,0.513193417838,0.512666251918,0.512834039022,0.513802311035,0.516199664692,0.519265209167,0.5221233729,0.526513777493,0.531375422218,0.53654270538,0.543180608117,0.550469119522,0.557689925098,0.565553607625,0.573509431965,0.583500792614,0.593445589581,0.603125896192,0.614780806388,0.627453740883,0.637918539399,0.648916617186,0.66155779669,0.674868834892,0.687464907089,0.702378103629,0.714122118937,0.728501300036,0.741633159099,0.755899886676,0.768581206513,0.781112579422,0.795507388755,0.807880096984,0.821498577677,0.831114576041,0.842274725939
206,"['Glass_Substrate_125', 'pc_190', 'pe_90', 'abs_60', 'abs_120', 'pvc_205', 'pc_205', 'pvc_120']",8,8,0.15628101172,0.145437747439,0.131830667197,0.116171281332,0.0990002281703,0.0813276540883,0.0639959500126,0.0476749095895,0.0331821803609,0.021344809238,0.0125123760796,0.00701207799237,0.00495111589271,0.00656630381244,0.0111620576883,0.0184778743397,0.0281542345713,0.0392632898636,0.0513801700407,0.0643188372523,0.0775981767882,0.0904161188456,0.102945431444,0.11470805876,0.125496008539,0.135125028931,0.143540288916,0.150803646261,0.156848985386,0.161361654941,0.164714645634,0.166766445339,0.167606043101,0.167295015723,0.166000388425,0.163506735312,0.160219502672,0.156236385884,0.15071337486,0.144542881807,0.1377234789,0.130380087914,0.122466997948,0.114336394818,0.105891093869,0.0971057982161,0.0888522761981,0.0805712731683,0.0715131661634,0.0627091592397,0.0550011347274,0.0469147127707,0.0395679077786,0.0327370311718,0.0262054705303,0.020307540804,0.0152681674141,0.0109919040465,0.00749183079468,0.00436889782083,0.00218901798443,0.000800208548757,7.06634313619e-05,0.000137398877927,0.000829781898928,0.00208522848768,0.00405841060464,0.00666242432127,0.00963858248497,0.013545308997,0.0170870368631,0.0216543947858,0.0261882355591,0.0313568180128,0.0362693553385,0.0412833713231,0.0472660365963,0.0526497016474,0.0588676730629,0.0635697491102,0.0693753623856,0.79704221496,0.808145382156,0.821793068748,0.837323950173,0.854212028421,0.871539559179,0.888506306166,0.904515428359,0.918764966319,0.930482715051,0.939398921088,0.945141013328,0.947640298852,0.946743613801,0.942952491175,0.936632359377,0.928117824473,0.91819910954,0.9073532747,0.895732731335,0.883826360621,0.872320728987,0.861128419166,0.850665136991,0.841136165564,0.832732698038,0.82541309185,0.819201326731,0.814163066589,0.810624549719,0.808177807344,0.806957667581,0.806915115458,0.80793226473,0.809902392831,0.813002190079,0.816856040679,0.821352653501,0.827354781234,0.833951405415,0.841165682618,0.848851375525,0.857097713021,0.865515640597,0.874220715046,0.883217852474,0.891692423489,0.900170591698,0.909373811016,0.918311879165,0.926171286504,0.934363976909,0.941823460629,0.948754960349,0.955383035109,0.961372830644,0.9664840864,0.97084278315,0.974445473493,0.97762457417,0.979866868324,0.981353453153,0.982135016633,0.982129227627,0.981534592269,0.980379308491,0.97848585612,0.975963631865,0.973086396028,0.969258300446,0.965833725898,0.961343891611,0.956913353074,0.951816749735,0.947017787758,0.942089911007,0.936104457831,0.930783186234,0.924762670965,0.920177816525,0.914129974078
